Customer_ID,First Name,Last Name,City,Age,Gender,Account Balance,Loan Amount,Monthly Income,Account Type,Status
CUST0297,Tommy,Baker,Salem,49.0,male,345725.0,112694.0,28135,Salary,Inactive
CUST0298,David,Ramirez,Madurai,48.0,female,,263971.0,28575,Salary,Active
CUST0299,William,Stephens,Trichy,46.0,Male,183901.0,177542.0,95568,Current,Inactive
CUST0300,Tracy,Palmer,Chennai,53.0,female,403540.0,204089.0,129090,Current,Active
CUST0301,Marc,Greene,Coimbatore,38.0,M,,135637.0,70852,Salary,Active
CUST0302,Michael,Bailey,Coimbatore,50.0,,398645.0,8577.0,23013,Current,Active
CUST0303,James,Ortega,Salem,30.0,,306261.0,269798.0,80635,Current,Inactive
CUST0304,Jennifer,Wiley,Chennai,57.0,female,272810.0,224390.0,54434,Current,Active
CUST0305,Melissa,Neal,Chennai,44.0,MALE,312807.0,192625.0,82424,Salary,Active
CUST0306,Timothy,Wright,Chennai,27.0,FEMALE,251648.0,103172.0,26129,Salary,Inactive
CUST0307,Deborah,Sexton,Madurai,27.0,M,67974.0,87618.0,44357,Current,Active
CUST0308,Alyssa,Miller,Chennai,22.0,M,485485.0,18784.0,93813,Savings,Inactive
CUST0309,Rebecca,Diaz,Madurai,54.0,male,109958.0,107125.0,127145,Savings,Inactive
CUST0310,Sara,Villa,Trichy,43.0,,278282.0,29959.0,142328,Savings,Active
CUST0311,Joseph,Robinson,Trichy,50.0,MALE,355771.0,,41859,Salary,Active
CUST0312,Amy,Guzman,Chennai,57.0,,45970.0,128766.0,125001,Salary,Active
CUST0313,Samantha,Williams,Coimbatore,48.0,,,206990.0,54111,Current,Inactive
CUST0314,Adam,Jones,Salem,53.0,Male,157820.0,64024.0,87134,Salary,Active
CUST0315,Lori,Hoffman,Coimbatore,26.0,,176152.0,295988.0,99815,Savings,Active
CUST0316,John,Walker,Salem,58.0,female,287850.0,126707.0,35430,Savings,Active
CUST0317,Jonathan,Black,Madurai,50.0,F,,165647.0,128389,Savings,Inactive
CUST0318,Kristina,Lawrence,Madurai,50.0,male,77356.0,224656.0,39771,Current,Inactive
CUST0319,Ashley,Mckee,Chennai,53.0,Female,115703.0,,33155,Salary,Inactive
CUST0320,Morgan,Hoffman,Salem,28.0,Male,119331.0,53706.0,112694,Savings,Inactive
CUST0321,Andrew,Holmes,Trichy,36.0,FEMALE,257047.0,64877.0,35938,Current,Inactive
CUST0322,Lisa,Gonzalez,Salem,28.0,MALE,212599.0,223891.0,107628,Salary,Active
CUST0323,Lisa,Smith,Coimbatore,39.0,,298336.0,266155.0,132740,Savings,Active
CUST0324,Alejandra,Mullins,Trichy,41.0,FEMALE,297902.0,118874.0,125811,Current,Inactive
CUST0325,Amy,Ward,Trichy,33.0,female,404473.0,114030.0,134260,Savings,Active
CUST0326,Kimberly,Jones,Madurai,26.0,Male,22755.0,44105.0,119698,Current,Active
CUST0327,Dennis,Eaton,Trichy,50.0,Female,,5313.0,73994,Salary,Active
CUST0328,Stephen,Edwards,Salem,28.0,Female,,42716.0,124454,Current,Active
CUST0329,Emily,Wright,Salem,27.0,,290084.0,46043.0,41016,Savings,Inactive
CUST0330,Danielle,Parker,Trichy,46.0,F,170467.0,135825.0,109158,Salary,Inactive
CUST0331,Renee,Johnson,Chennai,49.0,,204803.0,32528.0,63634,Current,Inactive
CUST0332,Thomas,Schmidt,Trichy,25.0,MALE,80008.0,277616.0,147411,Savings,Inactive
CUST0333,Trevor,Gill,Coimbatore,49.0,male,343663.0,214206.0,98557,Current,Active
CUST0334,Jordan,Arnold,Chennai,35.0,M,9875.0,172030.0,52296,Savings,Active
CUST0335,Marie,Hurley,Coimbatore,21.0,MALE,,175040.0,85623,Savings,Active
CUST0336,Victoria,James,Coimbatore,45.0,M,498449.0,8916.0,16561,Current,Inactive
CUST0337,Brandon,Woodard,Madurai,32.0,male,,17147.0,126727,Savings,Active
CUST0338,Margaret,Bennett,Coimbatore,31.0,Male,4732.0,240273.0,104443,Current,Active
CUST0339,Scott,Lambert,Trichy,24.0,Male,8059.0,225947.0,49929,Salary,Active
CUST0340,Paul,Baldwin,Trichy,59.0,MALE,172506.0,16556.0,122532,Savings,Active
CUST0341,Megan,Jackson,Coimbatore,24.0,male,378948.0,170870.0,61035,Salary,Active
CUST0342,Jeremy,Baldwin,Chennai,49.0,,41359.0,85198.0,70505,Savings,Active
CUST0343,Veronica,Shelton,Coimbatore,59.0,MALE,375375.0,174756.0,81729,Current,Active
CUST0344,Debra,Weaver,Madurai,50.0,female,336760.0,126805.0,32209,Current,Active
CUST0345,William,Lawrence,Madurai,55.0,MALE,320319.0,40592.0,115131,Salary,Active
CUST0346,Kayla,Mcconnell,Chennai,56.0,Male,62048.0,240071.0,16656,Salary,Inactive
CUST0347,Robin,Miranda,Madurai,34.0,Male,131492.0,202927.0,60858,Savings,Inactive
CUST0348,Zachary,Martinez,Salem,52.0,,219681.0,217472.0,147457,Savings,Inactive
CUST0349,Denise,Henderson,Salem,33.0,Female,174752.0,53222.0,75892,Salary,Active
CUST0350,Linda,Gould,Salem,37.0,FEMALE,192495.0,48295.0,106034,Salary,Active
CUST0351,Jessica,Johnson,Salem,55.0,Male,336350.0,18182.0,113090,Current,Inactive
CUST0352,Rachel,Bauer,Coimbatore,30.0,F,232334.0,192846.0,107785,Savings,Inactive
CUST0353,Michele,Moss,Coimbatore,49.0,F,321848.0,278204.0,51310,Savings,Active
CUST0354,William,Blackwell,Trichy,58.0,,436251.0,266972.0,75556,Current,Inactive
CUST0355,Antonio,Underwood,Coimbatore,35.0,female,214107.0,149662.0,108410,Current,Active
CUST0356,Gerald,Gonzalez,Salem,,FEMALE,278509.0,72745.0,45862,Savings,Inactive
CUST0357,Garrett,Guerra,Chennai,48.0,FEMALE,57117.0,53915.0,117766,Salary,Active
CUST0358,John,Garcia,Salem,43.0,MALE,396455.0,93598.0,65578,Current,Inactive
CUST0359,Jeffrey,Mathews,Coimbatore,47.0,,90614.0,189968.0,92863,Savings,Active
CUST0360,Samantha,Banks,Trichy,21.0,F,111730.0,155929.0,112465,Salary,Active
CUST0361,Kaitlin,Romero,Coimbatore,30.0,M,44023.0,47631.0,32958,Salary,Inactive
CUST0362,Brad,Davis,Chennai,42.0,M,,,48171,Current,Active
CUST0363,Crystal,Foster,Chennai,57.0,,44348.0,68666.0,37097,Savings,Active
CUST0364,Amanda,Mays,Salem,43.0,,466548.0,22733.0,34409,Savings,Active
CUST0365,Tonya,Miller,Chennai,52.0,MALE,360002.0,161259.0,111384,Savings,Inactive
CUST0366,Jeffrey,Martinez,Salem,39.0,Female,258853.0,20010.0,22361,Current,Inactive
CUST0367,Daniel,Knight,Trichy,48.0,FEMALE,,101858.0,95966,Current,Active
CUST0368,Heather,Alvarado,Trichy,43.0,,237006.0,84806.0,105352,Current,Active
CUST0369,Vanessa,Williams,Salem,39.0,,261414.0,239815.0,30064,Savings,Inactive
CUST0370,Alexandra,Wilson,Chennai,56.0,female,319744.0,93137.0,76700,Savings,Active
CUST0371,Zachary,Merritt,Coimbatore,24.0,M,,133095.0,48979,Salary,Inactive
CUST0372,Deanna,West,Coimbatore,59.0,F,344622.0,260297.0,74372,Savings,Inactive
CUST0373,Victoria,Fisher,Salem,28.0,Female,392183.0,132526.0,134976,Savings,Inactive
CUST0374,Sarah,Wilson,Trichy,32.0,FEMALE,121171.0,6261.0,148901,Salary,Inactive
CUST0375,Kathryn,Richmond,Salem,53.0,MALE,478742.0,51344.0,125003,Current,Inactive
CUST0376,Brittney,Villa,Salem,31.0,,396430.0,82952.0,97601,Salary,Inactive
CUST0377,Christopher,Jackson,Coimbatore,24.0,FEMALE,423701.0,129181.0,15001,Salary,Active
CUST0378,Nicole,Sutton,Trichy,27.0,Male,293666.0,234181.0,54259,Savings,Inactive
CUST0379,Warren,Thomas,Trichy,53.0,MALE,34264.0,103776.0,129466,Current,Active
CUST0380,Jeremiah,Becker,Chennai,50.0,FEMALE,160810.0,268796.0,145311,Current,Active
CUST0381,Carrie,Hunter,Trichy,40.0,M,242668.0,62828.0,32923,Current,Inactive
CUST0382,Brittany,Serrano,Salem,56.0,,485185.0,85717.0,23583,Salary,Active
CUST0383,William,Edwards,Trichy,24.0,Male,16514.0,10309.0,120769,Savings,Active
CUST0384,John,Foster,Trichy,35.0,Female,,261842.0,71474,Current,Inactive
CUST0385,Xavier,Evans,Coimbatore,32.0,Male,337847.0,194095.0,21729,Current,Active
CUST0386,Victoria,Powers,Madurai,36.0,,129645.0,272792.0,118466,Savings,Inactive
CUST0387,Roberto,Brewer,Coimbatore,27.0,Male,284215.0,61252.0,88259,Salary,Inactive
CUST0388,Kyle,Gibson,Coimbatore,58.0,MALE,151192.0,,116164,Current,Inactive
CUST0389,Brian,Martinez,Madurai,52.0,Male,107589.0,286248.0,128046,Savings,Inactive
CUST0390,Debra,Bowen,Trichy,59.0,female,208909.0,,68167,Current,Active
CUST0391,Megan,King,Trichy,24.0,FEMALE,442105.0,79060.0,134649,Savings,Active
CUST0392,Casey,Miranda,Chennai,27.0,,407361.0,238892.0,136584,Current,Inactive
CUST0393,Hector,Murphy,Chennai,34.0,female,,137432.0,29725,Salary,Inactive
CUST0394,Savannah,Blackwell,Madurai,31.0,FEMALE,101407.0,193618.0,72765,Savings,Active
CUST0395,Diane,Oconnor,Madurai,23.0,male,192867.0,263591.0,78847,Salary,Active
CUST0396,Anthony,Garner,Madurai,21.0,MALE,,64002.0,86639,Current,Active
CUST0397,Molly,Smith,Trichy,48.0,female,393629.0,,136131,Current,Inactive
CUST0398,Amanda,Jackson,Trichy,40.0,male,,75631.0,13823,Savings,Inactive
CUST0399,Christian,Randolph,Trichy,43.0,F,399324.0,77230.0,104802,Savings,Active
CUST0400,Jason,Mcdonald,Chennai,50.0,F,360643.0,208355.0,85285,Salary,Active
CUST0401,Linda,York,Chennai,43.0,Male,421245.0,211793.0,109090,Current,Inactive
CUST0402,Brittany,Williams,Trichy,33.0,female,373993.0,158009.0,128882,Current,Active
CUST0403,Alan,Wilkinson,Trichy,58.0,female,282383.0,105971.0,135782,Savings,Inactive
CUST0404,Thomas,Williams,Chennai,34.0,F,158930.0,85027.0,108391,Current,Inactive
CUST0405,Diana,Thompson,Chennai,59.0,MALE,258094.0,285919.0,85634,Savings,Inactive
CUST0406,Barbara,Gomez,Salem,45.0,FEMALE,167764.0,223982.0,138849,Salary,Inactive
CUST0407,Alexander,Mitchell,Salem,47.0,M,363497.0,,138066,Savings,Inactive
CUST0408,Henry,French,Chennai,44.0,Female,72208.0,143371.0,73110,Salary,Inactive
CUST0409,Shawn,Powell,Salem,46.0,,,248838.0,118491,Current,Inactive
CUST0410,Andrew,Mcdaniel,Salem,30.0,female,374240.0,293646.0,72554,Salary,Inactive
CUST0411,Destiny,Gonzalez,Coimbatore,49.0,MALE,440433.0,,11138,Current,Inactive
CUST0412,Mary,Brown,Trichy,44.0,male,,91719.0,97591,Savings,Inactive
CUST0413,Allison,Garcia,Madurai,27.0,FEMALE,387597.0,92401.0,40679,Savings,Inactive
CUST0414,Paul,Gomez,Madurai,28.0,M,482088.0,156740.0,34917,Savings,Active
CUST0415,Marie,Brown,Madurai,53.0,Male,393788.0,116430.0,129078,Current,Inactive
CUST0416,Stephen,Collins,Chennai,27.0,female,490489.0,82193.0,129796,Savings,Inactive
CUST0417,Taylor,Dominguez,Chennai,42.0,,457798.0,108281.0,44389,Salary,Active
CUST0418,Sergio,Rivera,Salem,22.0,male,335021.0,189636.0,78592,Current,Active
CUST0419,Jesse,Patrick,Salem,,MALE,3120.0,60865.0,55781,Current,Active
CUST0420,David,Kennedy,Trichy,51.0,FEMALE,270148.0,147407.0,86190,Savings,Inactive
CUST0421,George,Robinson,Madurai,51.0,MALE,384139.0,265224.0,143410,Current,Active
CUST0422,Kendra,Parrish,Coimbatore,51.0,Female,156167.0,122203.0,89240,Savings,Inactive
CUST0423,Carolyn,Rosales,Madurai,54.0,M,341982.0,49399.0,80710,Savings,Active
CUST0424,Jessica,Ross,Chennai,54.0,MALE,145773.0,222329.0,64379,Savings,Active
CUST0425,Christian,Smith,Madurai,42.0,MALE,462970.0,114807.0,35741,Savings,Active
CUST0426,Dana,White,Coimbatore,30.0,,433730.0,79679.0,90098,Current,Inactive
CUST0427,John,Zimmerman,Salem,52.0,female,244150.0,95455.0,131429,Salary,Active
CUST0428,David,Rodgers,Chennai,38.0,,26949.0,113838.0,10347,Salary,Inactive
CUST0429,Susan,Cox,Chennai,53.0,MALE,384132.0,101988.0,70297,Savings,Inactive
CUST0430,John,Taylor,Trichy,28.0,M,233988.0,76289.0,83238,Savings,Inactive
CUST0431,Sarah,Murray,Salem,,,425750.0,23446.0,42723,Current,Active
CUST0432,Candace,Jenkins,Coimbatore,54.0,FEMALE,476633.0,194437.0,68861,Current,Inactive
CUST0433,Matthew,Roberts,Salem,30.0,male,118089.0,284184.0,50039,Savings,Inactive
CUST0434,Lauren,Macias,Trichy,29.0,Male,498913.0,201506.0,61392,Salary,Active
CUST0435,Christina,Gomez,Madurai,43.0,Female,233107.0,227289.0,11533,Savings,Active
CUST0436,Kimberly,Ball,Trichy,30.0,Male,188588.0,276260.0,12660,Current,Active
CUST0437,Michael,Williams,Trichy,47.0,,442730.0,149951.0,39540,Savings,Inactive
CUST0438,Laura,Ho,Salem,36.0,FEMALE,5206.0,9335.0,117748,Current,Active
CUST0439,April,Webster,Salem,54.0,female,467112.0,123600.0,10020,Current,Active
CUST0440,Victoria,Austin,Salem,31.0,F,,262289.0,77480,Salary,Inactive
CUST0441,Rachel,Hernandez,Trichy,31.0,male,208769.0,219484.0,19960,Salary,Active
CUST0442,Jared,Newman,Chennai,42.0,M,160398.0,,75311,Savings,Inactive
CUST0443,Brittany,Harris,Chennai,54.0,FEMALE,353967.0,197795.0,36339,Savings,Inactive
CUST0444,William,Long,Trichy,41.0,F,126073.0,78410.0,130308,Savings,Inactive
CUST0445,Martha,Shannon,Coimbatore,40.0,Female,395938.0,,73401,Salary,Inactive
CUST0446,Kristopher,Mays,Madurai,53.0,female,272651.0,230009.0,133911,Savings,Active
CUST0447,Jillian,Webb,Trichy,43.0,FEMALE,,129394.0,85604,Salary,Inactive
CUST0448,Samuel,Mitchell,Coimbatore,56.0,M,499118.0,43309.0,34957,Current,Active
CUST0449,Elizabeth,Cortez,Chennai,41.0,MALE,200223.0,17373.0,106627,Current,Active
CUST0450,Thomas,Tucker,Coimbatore,57.0,,106546.0,48386.0,19370,Salary,Active
CUST0451,Roger,Holt,Madurai,32.0,Male,454929.0,97274.0,43181,Savings,Inactive
CUST0452,Regina,Wilson,Madurai,58.0,FEMALE,395891.0,70291.0,84711,Current,Active
CUST0453,Alexander,Hernandez,Coimbatore,21.0,,,100143.0,89160,Savings,Inactive
CUST0454,Christopher,Benjamin,Salem,59.0,MALE,338713.0,122238.0,94579,Current,Inactive
CUST0455,Renee,Meadows,Trichy,56.0,MALE,345560.0,285503.0,144456,Current,Active
CUST0456,Alexandria,Barker,Salem,,MALE,15064.0,158797.0,136280,Savings,Active
CUST0457,Matthew,Trevino,Trichy,23.0,Female,304325.0,50865.0,31298,Current,Inactive
CUST0458,Cameron,Welch,Chennai,31.0,FEMALE,290901.0,109376.0,17465,Salary,Inactive
CUST0459,Timothy,Alvarez,Trichy,28.0,Male,448148.0,129472.0,71159,Current,Active
CUST0460,William,Francis,Trichy,43.0,,133754.0,14974.0,61094,Savings,Active
CUST0461,Julie,Blake,Salem,39.0,Female,332729.0,238702.0,87084,Salary,Inactive
CUST0462,Franklin,Marsh,Salem,51.0,M,10701.0,112697.0,50046,Current,Active
CUST0463,Jesus,Garcia,Trichy,33.0,Female,398841.0,27530.0,97627,Salary,Inactive
CUST0464,Alyssa,Brewer,Chennai,26.0,male,56857.0,210581.0,105256,Savings,Inactive
CUST0465,Brittany,Miller,Trichy,43.0,Female,467881.0,267339.0,147297,Salary,Inactive
CUST0466,Jessica,Hess,Chennai,35.0,MALE,246314.0,114799.0,22592,Salary,Active
CUST0467,David,Cline,Chennai,56.0,Male,143643.0,181898.0,122614,Savings,Inactive
CUST0468,Mark,Taylor,Madurai,33.0,F,373048.0,141907.0,104175,Current,Active
CUST0469,Erin,Skinner,Coimbatore,35.0,female,445327.0,118601.0,51461,Current,Active
CUST0470,Christopher,Pope,Coimbatore,39.0,Male,22891.0,189334.0,67945,Savings,Active
CUST0471,Mackenzie,Davidson,Madurai,23.0,Female,182450.0,1176.0,125312,Savings,Inactive
CUST0472,Sandra,Boyd,Coimbatore,55.0,M,481429.0,254158.0,100605,Current,Inactive
CUST0473,Daniel,Hayes,Salem,56.0,male,90277.0,138782.0,60120,Current,Active
CUST0474,Samuel,Norris,Trichy,38.0,Female,22088.0,272924.0,52782,Savings,Inactive
CUST0475,Nicole,Mccann,Coimbatore,35.0,M,352953.0,25026.0,93067,Current,Active
CUST0476,Charles,Roberts,Madurai,56.0,female,443325.0,25262.0,125150,Current,Active
CUST0477,Gloria,Kelley,Salem,39.0,Male,77547.0,31211.0,76434,Savings,Inactive
CUST0478,Mark,Cardenas,Salem,51.0,female,15848.0,287227.0,60185,Salary,Active
CUST0479,Gregory,Daniel,Coimbatore,55.0,FEMALE,348155.0,,131143,Savings,Active
CUST0480,Ruth,Peterson,Madurai,40.0,female,175382.0,13905.0,142445,Savings,Inactive
CUST0481,Linda,Carlson,Salem,49.0,FEMALE,50264.0,205756.0,13873,Salary,Active
CUST0482,April,Taylor,Coimbatore,37.0,,327679.0,65689.0,128144,Savings,Inactive
CUST0483,Carolyn,Fisher,Coimbatore,50.0,female,,215259.0,138761,Current,Active
CUST0484,Alexandra,Smith,Trichy,28.0,male,128881.0,16614.0,45745,Savings,Inactive
CUST0485,Patricia,Norris,Chennai,46.0,MALE,211351.0,164299.0,110646,Current,Active
CUST0486,Andrew,Williams,Coimbatore,45.0,Male,16072.0,143767.0,50473,Current,Inactive
CUST0487,Joshua,Hall,Coimbatore,55.0,Female,,254674.0,122760,Savings,Active
CUST0488,Matthew,Young,Coimbatore,23.0,MALE,40577.0,132237.0,106196,Salary,Inactive
CUST0489,Jason,Lewis,Coimbatore,30.0,Female,9829.0,230757.0,50052,Savings,Inactive
CUST0490,Richard,Johnson,Trichy,24.0,,162800.0,272010.0,110585,Savings,Inactive
CUST0491,Tracy,Davis,Coimbatore,24.0,M,313926.0,166897.0,41928,Salary,Active
CUST0492,Alexis,Duncan,Madurai,42.0,F,,277765.0,84094,Savings,Inactive
CUST0493,Zachary,Ferguson,Trichy,57.0,,294041.0,43402.0,83863,Current,Active
CUST0494,Daniel,Walker,Coimbatore,,M,221227.0,247153.0,25622,Savings,Active
CUST0495,Nathan,White,Trichy,52.0,FEMALE,424158.0,98478.0,43844,Salary,Active
CUST0496,Brenda,Simmons,Salem,40.0,F,298743.0,223734.0,61461,Salary,Active
CUST0497,Matthew,Roberts,Chennai,50.0,Male,296051.0,10317.0,147644,Current,Active
CUST0498,Hannah,Hernandez,Salem,41.0,female,489565.0,234375.0,119060,Salary,Inactive
CUST0499,Brian,Little,Trichy,21.0,male,76979.0,9941.0,110198,Salary,Active
CUST0500,Eric,Rhodes,Chennai,,FEMALE,158248.0,128450.0,131864,Current,Inactive
